,City,Country,Date,Specie,Unnamed: 0,count,max,median,min,variance,iaqi,AQI
278487,Baltimore,US,2020-01-07 00:00:00,o3,278487.0,21,22.4,9.6,0.8,347.83,8,89
278622,Baltimore,US,2020-01-07 00:00:00,pm25,278622.0,69,61.0,30.0,5.0,2388.2,89,89
277987,Baltimore,US,2020-01-08 00:00:00,no2,277987.0,24,30.6,8.4,4.7,501.03,8,78
278512,Baltimore,US,2020-01-08 00:00:00,o3,278512.0,23,26.4,22.4,4.8,428.48,19,78
278592,Baltimore,US,2020-01-08 00:00:00,pm25,278592.0,70,56.0,25.0,5.0,1081.73,78,78
277995,Baltimore,US,2020-01-09 00:00:00,no2,277995.0,24,27.8,14.9,7.5,310.76,13,72
278507,Baltimore,US,2020-01-09 00:00:00,o3,278507.0,23,25.6,19.2,0.8,643.28,16,72
278616,Baltimore,US,2020-01-09 00:00:00,pm25,278616.0,66,53.0,22.0,5.0,1589.56,72,72
277953,Baltimore,US,2020-01-10 00:00:00,no2,277953.0,24,34.3,18.6,11.2,529.64,17,78
278481,Baltimore,US,2020-01-10 00:00:00,o3,278481.0,23,29.6,17.6,4.0,377.09,14,78
278554,Baltimore,US,2020-01-10 00:00:00,pm25,278554.0,72,59.0,25.0,5.0,1752.39,78,78
277980,Baltimore,US,2020-01-11 00:00:00,no2,277980.0,31,29.7,5.6,1.0,1511.06,5,89
278068,Baltimore,US,2020-01-11 00:00:00,pm10,278068.0,10,14.0,11.0,7.0,61.78,10,89
278537,Baltimore,US,2020-01-11 00:00:00,o3,278537.0,23,24.8,21.6,15.2,68.5,18,89
278599,Baltimore,US,2020-01-11 00:00:00,pm25,278599.0,72,53.0,30.0,5.0,1548.42,89,89
277932,Baltimore,US,2020-01-12 00:00:00,no2,277932.0,37,13.0,3.8,1.0,86.59,3,38
278087,Baltimore,US,2020-01-12 00:00:00,pm10,278087.0,21,10.0,5.0,1.0,64.9,5,38
278494,Baltimore,US,2020-01-12 00:00:00,o3,278494.0,23,29.6,20.8,12.1,245.12,17,38
278595,Baltimore,US,2020-01-12 00:00:00,pm25,278595.0,49,27.0,9.0,5.0,392.08,38,38
277996,Baltimore,US,2020-01-13 00:00:00,no2,277996.0,45,24.1,15.8,6.5,225.84,14,89
278058,Baltimore,US,2020-01-13 00:00:00,pm10,278058.0,24,23.0,11.0,5.0,270.14,10,89
278522,Baltimore,US,2020-01-13 00:00:00,o3,278522.0,14,9.6,3.2,0.8,98.42,3,89
278579,Baltimore,US,2020-01-13 00:00:00,pm25,278579.0,68,67.0,30.0,5.0,2790.9,89,89
278667,Baltimore,US,2020-01-13 00:00:00,so2,278667.0,5,2.9,1.5,1.5,3.92,1,89
277935,Baltimore,US,2020-01-14 00:00:00,no2,277935.0,47,24.1,16.7,10.2,148.01,15,97
278119,Baltimore,US,2020-01-14 00:00:00,pm10,278119.0,24,23.0,18.0,9.0,216.45,17,97
278540,Baltimore,US,2020-01-14 00:00:00,o3,278540.0,15,12.1,6.4,0.8,94.33,5,97
278596,Baltimore,US,2020-01-14 00:00:00,pm25,278596.0,65,86.0,34.0,13.0,3804.65,97,97
278679,Baltimore,US,2020-01-14 00:00:00,so2,278679.0,3,1.5,1.5,1.5,0.0,1,97
278028,Baltimore,US,2020-01-15 00:00:00,no2,278028.0,47,32.5,15.8,5.6,327.12,14,107
278040,Baltimore,US,2020-01-15 00:00:00,pm10,278040.0,24,19.0,10.0,3.0,176.5,9,107
278530,Baltimore,US,2020-01-15 00:00:00,o3,278530.0,23,22.4,9.6,0.8,422.26,8,107
278635,Baltimore,US,2020-01-15 00:00:00,pm25,278635.0,72,79.0,38.0,9.0,2553.8,107,107
278684,Baltimore,US,2020-01-15 00:00:00,so2,278684.0,7,7.2,1.5,1.5,57.29,1,107
278029,Baltimore,US,2020-01-16 00:00:00,no2,278029.0,45,23.2,4.7,1.9,440.56,4,70
278088,Baltimore,US,2020-01-16 00:00:00,pm10,278088.0,23,19.0,6.0,1.0,293.64,6,70
278444,Baltimore,US,2020-01-16 00:00:00,o3,278444.0,23,26.4,23.3,0.8,669.95,19,70
278654,Baltimore,US,2020-01-16 00:00:00,pm25,278654.0,71,55.0,21.0,5.0,1970.06,70,70
277936,Baltimore,US,2020-01-17 00:00:00,no2,277936.0,43,26.9,5.6,1.0,463.92,5,53
278082,Baltimore,US,2020-01-17 00:00:00,pm10,278082.0,13,15.0,10.0,2.0,165.64,9,53
278547,Baltimore,US,2020-01-17 00:00:00,o3,278547.0,31,27.2,22.4,2.4,388.13,19,53
278603,Baltimore,US,2020-01-17 00:00:00,pm25,278603.0,60,56.0,13.0,5.0,1141.24,53,53
277988,Baltimore,US,2020-01-18 00:00:00,no2,277988.0,43,24.1,9.3,3.8,215.09,8,84
278032,Baltimore,US,2020-01-18 00:00:00,pm10,278032.0,20,15.0,6.0,1.0,173.97,6,84
278464,Baltimore,US,2020-01-18 00:00:00,o3,278464.0,47,24.1,20.0,7.3,128.1,17,84
278639,Baltimore,US,2020-01-18 00:00:00,pm25,278639.0,71,53.0,28.0,9.0,1231.78,84,84
277976,Baltimore,US,2020-01-19 00:00:00,no2,277976.0,43,20.4,4.7,1.9,243.6,4,89
278041,Baltimore,US,2020-01-19 00:00:00,pm10,278041.0,21,10.0,7.0,2.0,52.9,6,89
278476,Baltimore,US,2020-01-19 00:00:00,o3,278476.0,46,24.8,18.4,1.6,326.86,15,89
278573,Baltimore,US,2020-01-19 00:00:00,pm25,278573.0,67,53.0,30.0,5.0,1683.4,89,89
278018,Baltimore,US,2020-01-20 00:00:00,no2,278018.0,43,38.0,6.5,1.9,1043.03,6,70
278110,Baltimore,US,2020-01-20 00:00:00,pm10,278110.0,20,11.0,7.0,4.0,38.32,6,70
278488,Baltimore,US,2020-01-20 00:00:00,o3,278488.0,45,32.8,24.1,0.8,831.91,20,70
278584,Baltimore,US,2020-01-20 00:00:00,pm25,278584.0,68,53.0,21.0,5.0,1339.29,70,70
278680,Baltimore,US,2020-01-20 00:00:00,so2,278680.0,2,1.5,1.5,1.5,0.0,1,70
277928,Baltimore,US,2020-01-21 00:00:00,no2,277928.0,46,34.3,13.0,3.8,579.08,12,66
278042,Baltimore,US,2020-01-21 00:00:00,pm10,278042.0,22,15.0,8.0,4.0,80.0,7,66
278533,Baltimore,US,2020-01-21 00:00:00,o3,278533.0,46,31.2,21.6,3.2,476.78,18,66
278643,Baltimore,US,2020-01-21 00:00:00,pm25,278643.0,68,50.0,19.0,5.0,1340.27,66,66
277937,Baltimore,US,2020-01-22 00:00:00,no2,277937.0,45,41.7,25.1,11.2,864.82,24,119
278059,Baltimore,US,2020-01-22 00:00:00,pm10,278059.0,24,34.0,16.0,9.0,625.49,15,119
278453,Baltimore,US,2020-01-22 00:00:00,o3,278453.0,44,29.6,12.8,0.8,921.8,10,119
278604,Baltimore,US,2020-01-22 00:00:00,pm25,278604.0,72,87.0,43.0,17.0,3629.92,119,119
278692,Baltimore,US,2020-01-22 00:00:00,so2,278692.0,14,8.6,2.9,1.5,55.59,3,119
277977,Baltimore,US,2020-01-23 00:00:00,no2,277977.0,42,50.1,34.3,15.8,691.39,32,160
278062,Baltimore,US,2020-01-23 00:00:00,pm10,278062.0,24,45.0,29.0,22.0,630.65,27,160
278495,Baltimore,US,2020-01-23 00:00:00,o3,278495.0,25,12.1,4.0,0.8,171.65,3,160
278647,Baltimore,US,2020-01-23 00:00:00,pm25,278647.0,65,122.0,72.0,42.0,4225.98,160,160
278676,Baltimore,US,2020-01-23 00:00:00,so2,278676.0,8,4.3,1.5,1.5,11.2,1,160
278021,Baltimore,US,2020-01-24 00:00:00,no2,278021.0,47,40.8,18.6,2.8,1301.12,17,156
278083,Baltimore,US,2020-01-24 00:00:00,pm10,278083.0,24,38.0,20.0,3.0,1414.71,19,156
278508,Baltimore,US,2020-01-24 00:00:00,o3,278508.0,33,32.8,24.8,0.8,1349.13,20,156
278601,Baltimore,US,2020-01-24 00:00:00,pm25,278601.0,68,110.0,65.0,5.0,13110.1,156,156
278675,Baltimore,US,2020-01-24 00:00:00,so2,278675.0,3,1.5,1.5,1.5,0.0,1,156
278010,Baltimore,US,2020-01-25 00:00:00,no2,278010.0,46,19.5,7.5,1.9,172.75,7,70
278097,Baltimore,US,2020-01-25 00:00:00,pm10,278097.0,21,13.0,6.0,1.0,108.48,6,70
278541,Baltimore,US,2020-01-25 00:00:00,o3,278541.0,47,32.0,19.2,3.2,629.25,16,70
278648,Baltimore,US,2020-01-25 00:00:00,pm25,278648.0,51,39.0,21.0,5.0,918.73,70,70
278001,Baltimore,US,2020-01-26 00:00:00,no2,278001.0,45,18.6,7.5,1.0,204.62,7,53
278089,Baltimore,US,2020-01-26 00:00:00,pm10,278089.0,21,9.0,5.0,1.0,30.9,5,53
278542,Baltimore,US,2020-01-26 00:00:00,o3,278542.0,47,21.6,15.2,4.8,301.71,13,53
278655,Baltimore,US,2020-01-26 00:00:00,pm25,278655.0,64,33.0,13.0,5.0,546.31,53,53
278668,Baltimore,US,2020-01-26 00:00:00,so2,278668.0,3,1.5,1.5,1.5,0.0,1,53
277997,Baltimore,US,2020-01-27 00:00:00,no2,277997.0,46,30.6,8.4,3.8,485.78,8,61
278091,Baltimore,US,2020-01-27 00:00:00,pm10,278091.0,24,10.0,5.0,2.0,58.84,5,61
278460,Baltimore,US,2020-01-27 00:00:00,o3,278460.0,47,28.1,19.2,3.2,370.19,16,61
278608,Baltimore,US,2020-01-27 00:00:00,pm25,278608.0,67,50.0,17.0,5.0,960.67,61,61
278665,Baltimore,US,2020-01-27 00:00:00,so2,278665.0,3,1.5,1.5,1.5,0.0,1,61
278024,Baltimore,US,2020-01-28 00:00:00,no2,278024.0,47,15.8,6.5,2.8,95.73,6,53
278114,Baltimore,US,2020-01-28 00:00:00,pm10,278114.0,23,8.0,4.0,2.0,16.76,4,53
278482,Baltimore,US,2020-01-28 00:00:00,o3,278482.0,45,29.6,25.6,15.2,159.29,21,53
278661,Baltimore,US,2020-01-28 00:00:00,pm25,278661.0,60,25.0,13.0,5.0,211.69,53,53
278011,Baltimore,US,2020-01-29 00:00:00,no2,278011.0,45,32.5,7.5,2.8,768.54,7,61
278047,Baltimore,US,2020-01-29 00:00:00,pm10,278047.0,23,16.0,5.0,3.0,132.93,5,61
278489,Baltimore,US,2020-01-29 00:00:00,o3,278489.0,46,31.2,26.4,2.4,708.74,22,61
278657,Baltimore,US,2020-01-29 00:00:00,pm25,278657.0,54,43.0,17.0,5.0,1013.49,61,61
277984,Baltimore,US,2020-01-30 00:00:00,no2,277984.0,46,31.5,16.7,5.6,610.71,15,97
278120,Baltimore,US,2020-01-30 00:00:00,pm10,278120.0,23,20.0,10.0,6.0,184.39,9,97
278490,Baltimore,US,2020-01-30 00:00:00,o3,278490.0,42,29.6,12.8,0.8,961.72,10,97
278566,Baltimore,US,2020-01-30 00:00:00,pm25,278566.0,67,62.0,34.0,5.0,1767.3,97,97
278693,Baltimore,US,2020-01-30 00:00:00,so2,278693.0,2,1.5,1.5,1.5,0.0,1,97
277943,Baltimore,US,2020-01-31 00:00:00,no2,277943.0,45,36.2,22.3,4.7,770.17,21,117
278115,Baltimore,US,2020-01-31 00:00:00,pm10,278115.0,21,28.0,15.0,2.0,539.9,14,117
278500,Baltimore,US,2020-01-31 00:00:00,o3,278500.0,47,29.6,10.4,0.8,968.98,8,117
278600,Baltimore,US,2020-01-31 00:00:00,pm25,278600.0,70,82.0,42.0,13.0,3253.01,117,117
278013,Baltimore,US,2020-02-01 00:00:00,no2,278013.0,46,34.3,20.4,8.4,404.0,19,154
278048,Baltimore,US,2020-02-01 00:00:00,pm10,278048.0,20,16.0,11.0,9.0,38.39,10,154
278459,Baltimore,US,2020-02-01 00:00:00,o3,278459.0,37,20.0,8.8,0.8,357.74,7,154
278624,Baltimore,US,2020-02-01 00:00:00,pm25,278624.0,72,97.0,61.0,30.0,3112.53,154,154
278681,Baltimore,US,2020-02-01 00:00:00,so2,278681.0,2,1.5,1.5,1.5,0.0,1,154
278014,Baltimore,US,2020-02-02 00:00:00,no2,278014.0,47,28.8,10.2,1.9,425.25,9,97
278033,Baltimore,US,2020-02-02 00:00:00,pm10,278033.0,22,13.0,5.0,2.0,137.08,5,97
278477,Baltimore,US,2020-02-02 00:00:00,o3,278477.0,47,24.8,18.4,6.4,412.45,15,97
278593,Baltimore,US,2020-02-02 00:00:00,pm25,278593.0,69,82.0,34.0,5.0,3268.06,97,97
278669,Baltimore,US,2020-02-02 00:00:00,so2,278669.0,3,1.5,1.5,1.5,0.0,1,97
277944,Baltimore,US,2020-02-03 00:00:00,no2,277944.0,46,42.6,25.1,1.9,1358.62,24,99
278034,Baltimore,US,2020-02-03 00:00:00,pm10,278034.0,24,20.0,10.0,7.0,165.8,9,99
278548,Baltimore,US,2020-02-03 00:00:00,o3,278548.0,42,32.8,9.6,0.8,1296.01,8,99
278662,Baltimore,US,2020-02-03 00:00:00,pm25,278662.0,70,68.0,35.0,9.0,2524.72,99,99
278677,Baltimore,US,2020-02-03 00:00:00,so2,278677.0,7,2.9,1.5,1.5,2.8,1,99
277973,Baltimore,US,2020-02-04 00:00:00,no2,277973.0,46,52.2,33.4,5.6,1333.71,31,119
278060,Baltimore,US,2020-02-04 00:00:00,pm10,278060.0,24,28.0,20.0,18.0,54.71,19,119
278469,Baltimore,US,2020-02-04 00:00:00,o3,278469.0,31,28.1,6.4,0.8,1061.97,5,119
278580,Baltimore,US,2020-02-04 00:00:00,pm25,278580.0,72,80.0,43.0,13.0,2006.95,119,119
278673,Baltimore,US,2020-02-04 00:00:00,so2,278673.0,6,2.9,1.5,1.5,5.88,1,119
277978,Baltimore,US,2020-02-05 00:00:00,no2,277978.0,46,35.2,7.5,1.9,889.79,7,68
278049,Baltimore,US,2020-02-05 00:00:00,pm10,278049.0,23,11.0,5.0,1.0,47.15,5,68
278549,Baltimore,US,2020-02-05 00:00:00,o3,278549.0,42,27.2,22.4,1.6,239.1,19,68
278581,Baltimore,US,2020-02-05 00:00:00,pm25,278581.0,69,74.0,20.0,5.0,3306.65,68,68
277989,Baltimore,US,2020-02-06 00:00:00,no2,277989.0,44,28.8,12.1,7.5,538.05,11,78
278092,Baltimore,US,2020-02-06 00:00:00,pm10,278092.0,24,10.0,5.0,1.0,62.59,5,78
278550,Baltimore,US,2020-02-06 00:00:00,o3,278550.0,47,24.1,11.2,2.4,339.46,9,78
278644,Baltimore,US,2020-02-06 00:00:00,pm25,278644.0,66,65.0,25.0,5.0,3043.74,78,78
277933,Baltimore,US,2020-02-07 00:00:00,no2,277933.0,44,21.3,6.5,2.8,337.11,6,53
278072,Baltimore,US,2020-02-07 00:00:00,pm10,278072.0,20,7.0,5.0,1.0,36.71,5,53
278543,Baltimore,US,2020-02-07 00:00:00,o3,278543.0,47,32.8,20.0,1.6,909.13,17,53
278663,Baltimore,US,2020-02-07 00:00:00,pm25,278663.0,49,43.0,13.0,5.0,735.2,53,53
277969,Baltimore,US,2020-02-08 00:00:00,no2,277969.0,45,26.0,6.5,1.0,494.6,6,70
278069,Baltimore,US,2020-02-08 00:00:00,pm10,278069.0,21,16.0,7.0,1.0,118.57,6,70
278465,Baltimore,US,2020-02-08 00:00:00,o3,278465.0,44,31.2,27.2,1.6,863.2,23,70
278563,Baltimore,US,2020-02-08 00:00:00,pm25,278563.0,66,89.0,21.0,5.0,3681.5,70,70
278025,Baltimore,US,2020-02-09 00:00:00,no2,278025.0,37,24.1,8.4,1.9,543.99,8,107
278467,Baltimore,US,2020-02-09 00:00:00,o3,278467.0,38,32.8,25.6,0.8,1204.0,21,107
278609,Baltimore,US,2020-02-09 00:00:00,pm25,278609.0,56,85.0,38.0,5.0,4531.66,107,107
278019,Baltimore,US,2020-02-10 00:00:00,no2,278019.0,36,17.6,7.5,1.9,251.76,7,82
278470,Baltimore,US,2020-02-10 00:00:00,o3,278470.0,47,28.9,18.4,2.4,437.48,15,82
278636,Baltimore,US,2020-02-10 00:00:00,pm25,278636.0,71,64.0,27.0,5.0,1504.25,82,82
277938,Baltimore,US,2020-02-11 00:00:00,no2,277938.0,36,29.7,11.2,2.8,334.33,10,97
278551,Baltimore,US,2020-02-11 00:00:00,o3,278551.0,45,28.1,9.6,0.8,644.0,8,97
278658,Baltimore,US,2020-02-11 00:00:00,pm25,278658.0,69,63.0,34.0,9.0,2105.27,97,97
278015,Baltimore,US,2020-02-12 00:00:00,no2,278015.0,46,30.6,11.2,3.8,492.28,10,117
278513,Baltimore,US,2020-02-12 00:00:00,o3,278513.0,46,28.1,20.8,0.8,522.32,17,117
278567,Baltimore,US,2020-02-12 00:00:00,pm25,278567.0,68,71.0,42.0,13.0,1831.51,117,117
278694,Baltimore,US,2020-02-12 00:00:00,so2,278694.0,3,1.5,1.5,1.5,0.0,1,117
277970,Baltimore,US,2020-02-13 00:00:00,no2,277970.0,47,22.3,10.2,2.8,316.4,9,70
278455,Baltimore,US,2020-02-13 00:00:00,o3,278455.0,47,28.9,17.6,3.2,599.2,14,70
278660,Baltimore,US,2020-02-13 00:00:00,pm25,278660.0,67,55.0,21.0,5.0,1810.11,70,70
277981,Baltimore,US,2020-02-14 00:00:00,no2,277981.0,43,12.1,5.6,2.8,38.26,5,63
278491,Baltimore,US,2020-02-14 00:00:00,o3,278491.0,47,30.4,25.6,20.8,79.33,21,63
278594,Baltimore,US,2020-02-14 00:00:00,pm25,278594.0,64,72.0,18.0,5.0,1359.66,63,63
277971,Baltimore,US,2020-02-15 00:00:00,no2,277971.0,45,20.4,7.5,1.0,190.03,7,70
278514,Baltimore,US,2020-02-15 00:00:00,o3,278514.0,47,28.9,24.1,5.6,324.71,20,70
278617,Baltimore,US,2020-02-15 00:00:00,pm25,278617.0,70,38.0,21.0,5.0,754.71,70,70
277985,Baltimore,US,2020-02-16 00:00:00,no2,277985.0,47,35.2,12.1,5.6,616.98,11,99
278449,Baltimore,US,2020-02-16 00:00:00,o3,278449.0,46,26.4,18.4,0.8,482.04,15,99
278605,Baltimore,US,2020-02-16 00:00:00,pm25,278605.0,72,80.0,35.0,5.0,3013.45,99,99
277963,Baltimore,US,2020-02-17 00:00:00,no2,277963.0,46,41.7,18.6,5.6,1066.43,17,142
278496,Baltimore,US,2020-02-17 00:00:00,o3,278496.0,41,35.2,17.6,0.8,1415.37,14,142
278625,Baltimore,US,2020-02-17 00:00:00,pm25,278625.0,72,111.0,52.0,5.0,4160.06,142,142
278686,Baltimore,US,2020-02-17 00:00:00,so2,278686.0,3,2.9,2.9,1.5,6.53,3,142
277954,Baltimore,US,2020-02-18 00:00:00,no2,277954.0,43,39.9,17.6,3.8,1007.26,16,124
278534,Baltimore,US,2020-02-18 00:00:00,o3,278534.0,47,32.0,22.4,3.2,532.23,19,124
278629,Baltimore,US,2020-02-18 00:00:00,pm25,278629.0,71,88.0,45.0,21.0,1741.38,124,124
277950,Baltimore,US,2020-02-19 00:00:00,no2,277950.0,45,40.8,7.5,2.8,398.73,7,78
278499,Baltimore,US,2020-02-19 00:00:00,o3,278499.0,44,32.8,25.6,12.8,233.05,21,78
278574,Baltimore,US,2020-02-19 00:00:00,pm25,278574.0,66,65.0,25.0,9.0,1450.0,78,78
277919,Baltimore,US,2020-02-20 00:00:00,no2,277919.0,46,28.8,8.4,2.8,476.73,8,78
278544,Baltimore,US,2020-02-20 00:00:00,o3,278544.0,46,30.4,26.4,1.6,560.75,22,78
278646,Baltimore,US,2020-02-20 00:00:00,pm25,278646.0,70,55.0,25.0,5.0,991.13,78,78
277964,Baltimore,US,2020-02-21 00:00:00,no2,277964.0,43,30.6,6.5,1.9,494.99,6,70
278456,Baltimore,US,2020-02-21 00:00:00,o3,278456.0,47,32.8,28.1,4.0,454.87,24,70
278618,Baltimore,US,2020-02-21 00:00:00,pm25,278618.0,65,59.0,21.0,5.0,1416.22,70,70
277955,Baltimore,US,2020-02-22 00:00:00,no2,277955.0,46,44.5,19.5,1.9,1507.87,18,97
278457,Baltimore,US,2020-02-22 00:00:00,o3,278457.0,47,38.4,19.2,0.8,1624.98,16,97
278637,Baltimore,US,2020-02-22 00:00:00,pm25,278637.0,71,74.0,34.0,5.0,2323.03,97,97
278685,Baltimore,US,2020-02-22 00:00:00,so2,278685.0,8,4.3,1.5,1.5,11.2,1,97
277958,Baltimore,US,2020-02-23 00:00:00,no2,277958.0,45,40.8,25.1,1.0,1739.81,24,117
278531,Baltimore,US,2020-02-23 00:00:00,o3,278531.0,39,40.0,29.6,0.8,2242.08,25,117
278664,Baltimore,US,2020-02-23 00:00:00,pm25,278664.0,71,76.0,42.0,5.0,3067.98,117,117
278670,Baltimore,US,2020-02-23 00:00:00,so2,278670.0,5,2.9,2.9,1.5,5.88,3,117
277939,Baltimore,US,2020-02-24 00:00:00,no2,277939.0,44,45.4,28.8,4.7,1535.52,26,137
278063,Baltimore,US,2020-02-24 00:00:00,pm10,278063.0,16,28.0,16.0,9.0,205.17,15,137
278445,Baltimore,US,2020-02-24 00:00:00,o3,278445.0,43,36.8,17.6,0.8,1614.07,14,137
278559,Baltimore,US,2020-02-24 00:00:00,pm25,278559.0,70,95.0,50.0,17.0,1769.9,137,137
278674,Baltimore,US,2020-02-24 00:00:00,so2,278674.0,8,2.9,2.9,1.5,5.25,3,137
277940,Baltimore,US,2020-02-25 00:00:00,no2,277940.0,47,28.8,13.0,4.7,378.58,12,97
278121,Baltimore,US,2020-02-25 00:00:00,pm10,278121.0,24,19.0,13.0,9.0,80.0,12,97
278446,Baltimore,US,2020-02-25 00:00:00,o3,278446.0,47,22.4,16.8,5.6,167.41,14,97
278656,Baltimore,US,2020-02-25 00:00:00,pm25,278656.0,70,72.0,34.0,5.0,2746.17,97,97
277920,Baltimore,US,2020-02-26 00:00:00,no2,277920.0,46,23.2,9.3,2.8,307.45,8,89
278084,Baltimore,US,2020-02-26 00:00:00,pm10,278084.0,22,12.0,8.0,2.0,72.32,7,89
278454,Baltimore,US,2020-02-26 00:00:00,o3,278454.0,47,32.0,19.2,1.6,724.1,16,89
278649,Baltimore,US,2020-02-26 00:00:00,pm25,278649.0,66,78.0,30.0,5.0,4201.91,89,89
277974,Baltimore,US,2020-02-27 00:00:00,no2,277974.0,44,7.5,4.7,1.9,17.02,4,55
278122,Baltimore,US,2020-02-27 00:00:00,pm10,278122.0,22,8.0,5.0,1.0,50.93,5,55
278483,Baltimore,US,2020-02-27 00:00:00,o3,278483.0,47,32.8,28.1,21.6,85.32,24,55
278570,Baltimore,US,2020-02-27 00:00:00,pm25,278570.0,54,28.0,14.0,4.0,434.2,55,55
277934,Baltimore,US,2020-02-28 00:00:00,no2,277934.0,46,26.9,6.5,2.8,410.48,6,80
278090,Baltimore,US,2020-02-28 00:00:00,pm10,278090.0,24,10.0,7.0,3.0,38.68,6,80
278484,Baltimore,US,2020-02-28 00:00:00,o3,278484.0,46,32.8,28.9,10.4,271.3,24,80
278610,Baltimore,US,2020-02-28 00:00:00,pm25,278610.0,69,50.0,26.0,5.0,1472.2,80,80
278682,Baltimore,US,2020-02-28 00:00:00,so2,278682.0,2,2.9,1.5,1.5,9.8,1,80
278026,Baltimore,US,2020-02-29 00:00:00,no2,278026.0,43,14.9,4.7,1.9,121.04,4,70
278070,Baltimore,US,2020-02-29 00:00:00,pm10,278070.0,24,9.0,6.0,4.0,16.36,6,70
278473,Baltimore,US,2020-02-29 00:00:00,o3,278473.0,45,32.0,28.9,21.6,48.14,24,70
278630,Baltimore,US,2020-02-29 00:00:00,pm25,278630.0,70,52.0,21.0,5.0,1459.06,70,70
277982,Baltimore,US,2020-03-01 00:00:00,no2,277982.0,44,28.8,6.5,1.9,411.77,6,80
278035,Baltimore,US,2020-03-01 00:00:00,pm10,278035.0,23,17.0,8.0,3.0,89.84,7,80
278519,Baltimore,US,2020-03-01 00:00:00,o3,278519.0,47,36.8,28.1,2.4,646.77,24,80
278631,Baltimore,US,2020-03-01 00:00:00,pm25,278631.0,67,63.0,26.0,5.0,1579.91,80,80
278671,Baltimore,US,2020-03-01 00:00:00,so2,278671.0,2,1.5,1.5,1.5,0.0,1,80
277956,Baltimore,US,2020-03-02 00:00:00,no2,277956.0,27,42.6,27.8,4.7,1364.51,25,107
278102,Baltimore,US,2020-03-02 00:00:00,pm10,278102.0,12,20.0,13.0,10.0,95.38,12,107
278501,Baltimore,US,2020-03-02 00:00:00,o3,278501.0,30,38.4,13.6,0.8,1426.56,11,107
278564,Baltimore,US,2020-03-02 00:00:00,pm25,278564.0,46,63.0,38.0,17.0,975.42,107,107
278008,Baltimore,US,2020-03-03 00:00:00,no2,278008.0,31,36.2,12.1,1.9,740.69,11,107
278111,Baltimore,US,2020-03-03 00:00:00,pm10,278111.0,16,16.0,10.0,1.0,139.33,9,107
278520,Baltimore,US,2020-03-03 00:00:00,o3,278520.0,28,32.8,20.0,5.6,591.49,17,107
278634,Baltimore,US,2020-03-03 00:00:00,pm25,278634.0,50,63.0,38.0,5.0,1920.47,107,107
277929,Baltimore,US,2020-03-04 00:00:00,no2,277929.0,44,21.3,5.6,1.9,320.93,5,61
278098,Baltimore,US,2020-03-04 00:00:00,pm10,278098.0,20,14.0,8.0,5.0,65.89,7,61
278451,Baltimore,US,2020-03-04 00:00:00,o3,278451.0,46,36.8,29.6,12.1,354.21,25,61
278623,Baltimore,US,2020-03-04 00:00:00,pm25,278623.0,52,46.0,17.0,5.0,824.57,61,61
278695,Baltimore,US,2020-03-04 00:00:00,so2,278695.0,5,4.3,1.5,1.5,15.68,1,61
278022,Baltimore,US,2020-03-05 00:00:00,no2,278022.0,47,26.9,8.4,1.9,549.04,8,78
278099,Baltimore,US,2020-03-05 00:00:00,pm10,278099.0,23,14.0,8.0,4.0,70.55,7,78
278447,Baltimore,US,2020-03-05 00:00:00,o3,278447.0,47,34.4,25.6,8.8,405.86,21,78
278590,Baltimore,US,2020-03-05 00:00:00,pm25,278590.0,65,55.0,25.0,5.0,1754.72,78,78
277990,Baltimore,US,2020-03-06 00:00:00,no2,277990.0,43,30.6,13.0,3.8,430.08,12,97
278077,Baltimore,US,2020-03-06 00:00:00,pm10,278077.0,24,16.0,10.0,4.0,174.33,9,97
278535,Baltimore,US,2020-03-06 00:00:00,o3,278535.0,46,28.1,19.2,2.4,427.84,16,97
278619,Baltimore,US,2020-03-06 00:00:00,pm25,278619.0,70,63.0,34.0,9.0,2383.93,97,97
277951,Baltimore,US,2020-03-07 00:00:00,no2,277951.0,39,38.0,3.8,1.0,965.41,3,55
278078,Baltimore,US,2020-03-07 00:00:00,pm10,278078.0,21,14.0,4.0,1.0,110.48,4,55
278545,Baltimore,US,2020-03-07 00:00:00,o3,278545.0,46,34.4,27.2,1.6,903.54,23,55
278585,Baltimore,US,2020-03-07 00:00:00,pm25,278585.0,55,55.0,14.0,5.0,1485.88,55,55
277983,Baltimore,US,2020-03-08 00:00:00,no2,277983.0,42,32.5,8.4,1.0,961.9,8,89
278071,Baltimore,US,2020-03-08 00:00:00,pm10,278071.0,18,13.0,9.0,1.0,121.44,8,89
278504,Baltimore,US,2020-03-08 00:00:00,o3,278504.0,45,44.8,26.4,0.8,2019.73,22,89
278582,Baltimore,US,2020-03-08 00:00:00,pm25,278582.0,62,144.0,30.0,5.0,4514.79,89,89
278683,Baltimore,US,2020-03-08 00:00:00,so2,278683.0,9,4.3,1.5,1.5,10.34,1,89
277921,Baltimore,US,2020-03-09 00:00:00,no2,277921.0,23,38.9,28.8,3.8,1704.5,26,137
278074,Baltimore,US,2020-03-09 00:00:00,pm10,278074.0,20,23.0,15.0,5.0,200.29,14,137
278552,Baltimore,US,2020-03-09 00:00:00,o3,278552.0,34,40.8,20.8,0.8,2142.81,17,137
278575,Baltimore,US,2020-03-09 00:00:00,pm25,278575.0,51,93.0,50.0,9.0,3019.13,137,137
