,City,Country,Date,Specie,Unnamed: 0,count,max,median,min,variance,iaqi,AQI
47036,Milwaukee,US,1/5/2020,no2,,92,22.3,5.6,3.0,121.07,5,87
47353,Milwaukee,US,1/5/2020,co,,87,4.5,2.4,1.9,3.09,26,87
47482,Milwaukee,US,1/5/2020,pm10,,96,35.0,9.0,5.0,364.55,8,87
46711,Milwaukee,US,10/1/2019,o3,,165,24.2,12.2,1.6,351.88,10,93
46800,Milwaukee,US,10/1/2019,so2,,85,2.9,1.5,0.2,3.71,1,93
46868,Milwaukee,US,10/1/2019,pm25,,186,75.0,32.0,5.0,1549.22,93,93
46969,Milwaukee,US,10/1/2019,no2,,115,21.5,11.2,1.0,347.87,10,93
47427,Milwaukee,US,10/1/2019,co,,116,6.0,3.7,2.0,13.86,42,93
47521,Milwaukee,US,10/1/2019,pm10,,120,27.0,15.0,4.0,242.26,14,93
46686,Milwaukee,US,10/10/2019,o3,,94,35.2,26.4,8.0,352.04,22,89
46853,Milwaukee,US,10/10/2019,so2,,34,1.5,0.5,0.2,1.3,0,89
46928,Milwaukee,US,10/10/2019,pm25,,166,59.0,30.0,10.0,717.52,89,89
46991,Milwaukee,US,10/10/2019,no2,,92,13.9,5.6,2.1,87.34,5,89
47405,Milwaukee,US,10/10/2019,co,,93,3.4,2.9,2.1,1.02,32,89
47499,Milwaukee,US,10/10/2019,pm10,,96,22.0,13.0,10.0,107.26,12,89
46701,Milwaukee,US,10/11/2019,o3,,95,32.8,19.2,4.8,559.23,16,57
46788,Milwaukee,US,10/11/2019,so2,,20,4.9,0.6,0.2,19.11,0,57
46929,Milwaukee,US,10/11/2019,pm25,,161,52.0,15.0,4.0,1713.98,57,57
47006,Milwaukee,US,10/11/2019,no2,,92,11.3,5.0,2.2,49.27,5,57
47428,Milwaukee,US,10/11/2019,co,,93,4.2,2.8,2.2,2.3,31,57
47508,Milwaukee,US,10/11/2019,pm10,,96,18.0,10.0,4.0,127.92,9,57
46753,Milwaukee,US,10/12/2019,o3,,95,32.1,27.2,22.4,55.61,23,61
46774,Milwaukee,US,10/12/2019,so2,,19,1.6,0.8,0.3,2.36,0,61
46894,Milwaukee,US,10/12/2019,pm25,,160,86.0,17.0,1.0,528.86,61,61
47050,Milwaukee,US,10/12/2019,no2,,89,7.6,3.8,1.8,20.09,3,61
47340,Milwaukee,US,10/12/2019,co,,93,4.3,2.8,1.7,3.38,31,61
47466,Milwaukee,US,10/12/2019,pm10,,95,24.0,11.0,7.0,182.14,10,61
46734,Milwaukee,US,10/13/2019,o3,,95,27.2,20.0,10.5,151.76,17,55
46775,Milwaukee,US,10/13/2019,so2,,15,4.3,1.5,0.5,12.15,1,55
46863,Milwaukee,US,10/13/2019,pm25,,158,56.0,14.0,3.0,427.93,55,55
47051,Milwaukee,US,10/13/2019,no2,,87,8.7,4.3,1.9,29.92,4,55
47370,Milwaukee,US,10/13/2019,co,,92,3.8,3.2,2.3,2.09,36,55
47478,Milwaukee,US,10/13/2019,pm10,,91,9.0,7.0,4.0,18.85,6,55
46679,Milwaukee,US,10/14/2019,o3,,95,22.4,12.2,0.8,413.53,10,63
46837,Milwaukee,US,10/14/2019,so2,,29,1.5,0.3,0.2,2.88,0,63
46895,Milwaukee,US,10/14/2019,pm25,,160,70.0,18.0,5.0,1299.05,63,63
46985,Milwaukee,US,10/14/2019,no2,,92,31.8,12.1,4.3,577.69,11,63
47393,Milwaukee,US,10/14/2019,co,,93,7.5,4.4,2.2,20.62,50,63
47494,Milwaukee,US,10/14/2019,pm10,,96,22.0,9.0,5.0,160.02,8,63
46754,Milwaukee,US,10/15/2019,o3,,93,27.6,15.2,0.8,576.35,13,102
46854,Milwaukee,US,10/15/2019,so2,,85,3.0,1.5,0.2,9.2,1,102
46955,Milwaukee,US,10/15/2019,pm25,,167,93.0,36.0,4.0,1795.85,102,102
47031,Milwaukee,US,10/15/2019,no2,,92,24.1,15.0,1.9,386.55,14,102
47348,Milwaukee,US,10/15/2019,co,,93,6.7,4.4,2.3,12.43,50,102
47471,Milwaukee,US,10/15/2019,pm10,,96,34.0,20.0,6.0,396.61,19,102
46678,Milwaukee,US,10/16/2019,o3,,83,24.1,17.8,7.5,108.03,14,55
46765,Milwaukee,US,10/16/2019,so2,,21,2.9,1.5,0.2,4.04,1,55
46935,Milwaukee,US,10/16/2019,pm25,,132,87.0,14.0,2.0,1096.87,55,55
47015,Milwaukee,US,10/16/2019,no2,,92,15.8,8.4,1.8,192.09,8,55
47414,Milwaukee,US,10/16/2019,co,,93,4.9,3.2,1.9,7.08,36,55
47500,Milwaukee,US,10/16/2019,pm10,,96,14.0,9.0,2.0,92.66,8,55
46672,Milwaukee,US,10/17/2019,o3,,76,18.4,8.2,0.8,256.83,7,70
46820,Milwaukee,US,10/17/2019,so2,,46,2.9,0.5,0.2,4.39,0,70
46884,Milwaukee,US,10/17/2019,pm25,,147,132.0,21.0,1.0,1882.85,70,70
47016,Milwaukee,US,10/17/2019,no2,,92,20.5,13.0,4.7,199.15,12,70
47371,Milwaukee,US,10/17/2019,co,,93,6.5,4.5,2.7,15.02,51,70
47515,Milwaukee,US,10/17/2019,pm10,,96,15.0,10.0,6.0,58.5,9,70
46733,Milwaukee,US,10/18/2019,o3,,50,26.4,16.2,0.8,1047.08,14,102
46766,Milwaukee,US,10/18/2019,so2,,93,3.2,0.6,0.2,10.72,0,102
46927,Milwaukee,US,10/18/2019,pm25,,163,169.0,36.0,8.0,2188.53,102,102
47027,Milwaukee,US,10/18/2019,no2,,92,24.1,9.3,4.0,268.21,8,102
47400,Milwaukee,US,10/18/2019,co,,93,8.6,3.3,2.8,30.97,36,102
47462,Milwaukee,US,10/18/2019,pm10,,96,34.0,14.0,10.0,240.55,13,102
46707,Milwaukee,US,10/19/2019,o3,,48,28.1,17.6,3.2,346.52,14,117
46842,Milwaukee,US,10/19/2019,so2,,104,3.0,0.5,0.2,2.03,0,117
46864,Milwaukee,US,10/19/2019,pm25,,168,91.0,42.0,3.0,2148.62,117,117
47017,Milwaukee,US,10/19/2019,no2,,92,30.6,11.0,5.7,213.27,10,117
47384,Milwaukee,US,10/19/2019,co,,90,6.8,3.6,2.8,13.01,41,117
47487,Milwaukee,US,10/19/2019,pm10,,96,35.0,19.0,15.0,203.76,18,117
46740,Milwaukee,US,10/2/2019,o3,,165,19.2,10.4,5.6,112.33,8,53
46778,Milwaukee,US,10/2/2019,so2,,20,0.5,0.3,0.2,0.13,0,53
46942,Milwaukee,US,10/2/2019,pm25,,181,63.0,13.0,3.0,915.44,53,53
47014,Milwaukee,US,10/2/2019,no2,,109,13.9,3.8,0.7,115.51,3,53
47404,Milwaukee,US,10/2/2019,co,,116,5.3,2.9,1.7,8.2,32,53
47444,Milwaukee,US,10/2/2019,pm10,,118,12.0,7.0,3.0,45.54,6,53
46741,Milwaukee,US,10/20/2019,o3,,48,25.1,19.2,13.6,140.86,16,132
46830,Milwaukee,US,10/20/2019,so2,,21,3.5,0.6,0.3,9.21,0,132
46922,Milwaukee,US,10/20/2019,pm25,,168,126.0,48.0,20.0,2007.54,132,132
47044,Milwaukee,US,10/20/2019,no2,,91,10.2,3.8,1.9,47.91,3,132
47341,Milwaukee,US,10/20/2019,co,,93,5.0,2.9,2.3,6.04,32,132
47523,Milwaukee,US,10/20/2019,pm10,,94,22.0,15.0,11.0,80.15,14,132
46668,Milwaukee,US,10/21/2019,o3,,48,29.6,23.3,16.8,150.11,19,93
46767,Milwaukee,US,10/21/2019,so2,,36,1.5,0.3,0.2,2.16,0,93
46906,Milwaukee,US,10/21/2019,pm25,,164,69.0,32.0,10.0,2124.28,93,93
46992,Milwaukee,US,10/21/2019,no2,,86,13.9,4.7,1.7,57.3,4,93
47356,Milwaukee,US,10/21/2019,co,,87,3.4,2.7,2.2,1.29,31,93
47463,Milwaukee,US,10/21/2019,pm10,,96,29.0,13.0,8.0,203.84,12,93
46748,Milwaukee,US,10/22/2019,o3,,48,22.4,17.1,13.6,76.11,14,53
46846,Milwaukee,US,10/22/2019,so2,,27,4.3,1.5,0.2,13.74,1,53
46921,Milwaukee,US,10/22/2019,pm25,,164,75.0,13.0,3.0,629.12,53,53
46965,Milwaukee,US,10/22/2019,no2,,92,9.3,4.9,2.0,38.5,4,53
47415,Milwaukee,US,10/22/2019,co,,93,4.5,2.7,1.9,4.39,31,53
47526,Milwaukee,US,10/22/2019,pm10,,96,17.0,10.0,4.0,108.42,9,53
46712,Milwaukee,US,10/23/2019,o3,,46,25.6,20.0,13.8,144.4,17,63
46760,Milwaukee,US,10/23/2019,so2,,19,1.8,0.6,0.2,2.96,0,63
46903,Milwaukee,US,10/23/2019,pm25,,160,119.0,18.0,3.0,1766.44,63,63
46986,Milwaukee,US,10/23/2019,no2,,85,23.3,8.4,2.8,346.88,8,63
47388,Milwaukee,US,10/23/2019,co,,85,8.2,3.8,2.0,23.16,42,63
47488,Milwaukee,US,10/23/2019,pm10,,94,24.0,11.0,5.0,105.57,10,63
46729,Milwaukee,US,10/24/2019,o3,,48,22.4,14.6,3.2,346.56,12,63
46821,Milwaukee,US,10/24/2019,so2,,14,0.5,0.3,0.2,0.16,0,63
46904,Milwaukee,US,10/24/2019,pm25,,161,66.0,18.0,5.0,1003.56,63,63
47010,Milwaukee,US,10/24/2019,no2,,90,22.6,13.5,3.8,288.08,12,63
47416,Milwaukee,US,10/24/2019,co,,91,5.9,4.2,2.4,10.44,48,63
47458,Milwaukee,US,10/24/2019,pm10,,89,22.0,10.0,5.0,103.16,9,63
46673,Milwaukee,US,10/25/2019,o3,,48,23.5,2.4,0.8,795.43,2,97
46809,Milwaukee,US,10/25/2019,so2,,73,1.9,0.5,0.2,4.05,0,97
46858,Milwaukee,US,10/25/2019,pm25,,165,80.0,34.0,8.0,2329.47,97,97
46987,Milwaukee,US,10/25/2019,no2,,91,28.8,18.6,4.9,382.64,17,97
47389,Milwaukee,US,10/25/2019,co,,93,9.5,5.2,3.6,24.66,58,97
47467,Milwaukee,US,10/25/2019,pm10,,96,36.0,15.0,10.0,221.39,14,97
46674,Milwaukee,US,10/26/2019,o3,,48,24.8,16.0,1.0,768.7,14,144
46843,Milwaukee,US,10/26/2019,so2,,42,1.6,0.5,0.2,3.23,0,144
46865,Milwaukee,US,10/26/2019,pm25,,159,76.0,53.0,18.0,1091.07,144,144
47045,Milwaukee,US,10/26/2019,no2,,91,27.2,6.5,2.8,613.84,6,144
47357,Milwaukee,US,10/26/2019,co,,90,8.4,3.3,2.6,21.66,36,144
47495,Milwaukee,US,10/26/2019,pm10,,94,26.0,17.0,6.0,114.88,16,144
46675,Milwaukee,US,10/27/2019,o3,,48,27.3,19.2,14.5,174.21,16,127
46831,Milwaukee,US,10/27/2019,so2,,33,3.3,1.5,0.2,9.93,1,127
46876,Milwaukee,US,10/27/2019,pm25,,168,86.0,46.0,10.0,2214.58,127,127
46966,Milwaukee,US,10/27/2019,no2,,87,26.1,4.8,2.7,516.66,4,127
47429,Milwaukee,US,10/27/2019,co,,93,8.5,3.7,2.3,26.89,42,127
47496,Milwaukee,US,10/27/2019,pm10,,94,29.0,14.0,3.0,599.31,13,127
46735,Milwaukee,US,10/28/2019,o3,,48,14.7,8.8,5.6,63.95,7,80
46780,Milwaukee,US,10/28/2019,so2,,21,0.6,0.5,0.2,0.19,0,80
46869,Milwaukee,US,10/28/2019,pm25,,168,68.0,26.0,11.0,1796.89,80,80
47042,Milwaukee,US,10/28/2019,no2,,92,17.6,12.1,4.9,126.98,11,80
47342,Milwaukee,US,10/28/2019,co,,93,6.2,4.6,2.5,6.33,51,80
47479,Milwaukee,US,10/28/2019,pm10,,94,29.0,12.0,9.0,228.48,11,80
46713,Milwaukee,US,10/29/2019,o3,,44,20.0,15.2,1.2,426.92,13,99
46822,Milwaukee,US,10/29/2019,so2,,37,1.5,0.5,0.2,3.02,0,99
46945,Milwaukee,US,10/29/2019,pm25,,165,99.0,35.0,3.0,2099.83,99,99
47022,Milwaukee,US,10/29/2019,no2,,92,26.9,14.9,4.4,546.17,13,99
47417,Milwaukee,US,10/29/2019,co,,93,7.6,4.0,2.4,18.32,45,99
47454,Milwaukee,US,10/29/2019,pm10,,96,45.0,13.0,8.0,442.96,12,99
46695,Milwaukee,US,10/3/2019,o3,,167,17.6,12.1,3.2,128.15,10,46
46819,Milwaukee,US,10/3/2019,so2,,32,0.5,0.3,0.2,0.14,0,46
46892,Milwaukee,US,10/3/2019,pm25,,164,44.0,11.0,5.0,397.09,46,46
47037,Milwaukee,US,10/3/2019,no2,,115,15.8,5.6,1.9,109.92,5,46
47419,Milwaukee,US,10/3/2019,co,,116,5.4,3.0,1.8,8.94,34,46
47438,Milwaukee,US,10/3/2019,pm10,,118,12.0,7.0,2.0,35.67,6,46
46742,Milwaukee,US,10/30/2019,o3,,48,22.4,14.5,1.1,597.25,12,110
46781,Milwaukee,US,10/30/2019,so2,,38,4.3,0.5,0.2,6.53,0,110
46870,Milwaukee,US,10/30/2019,pm25,,165,65.0,39.0,6.0,1732.7,110,110
46993,Milwaukee,US,10/30/2019,no2,,92,30.6,18.0,3.2,631.21,17,110
47406,Milwaukee,US,10/30/2019,co,,93,8.0,4.4,2.7,24.7,50,110
47489,Milwaukee,US,10/30/2019,pm10,,96,30.0,17.0,9.0,270.37,16,110
46669,Milwaukee,US,10/31/2019,o3,,45,22.4,18.4,9.2,96.09,15,78
46838,Milwaukee,US,10/31/2019,so2,,19,1.5,0.5,0.3,2.27,0,78
46950,Milwaukee,US,10/31/2019,pm25,,167,59.0,25.0,2.0,508.8,78,78
47046,Milwaukee,US,10/31/2019,no2,,92,20.4,9.3,2.9,229.77,8,78
47394,Milwaukee,US,10/31/2019,co,,93,3.6,2.9,2.0,2.27,32,78
47439,Milwaukee,US,10/31/2019,pm10,,96,13.0,10.0,6.0,30.55,9,78
46719,Milwaukee,US,10/4/2019,o3,,125,29.6,15.3,5.6,457.34,13,42
46795,Milwaukee,US,10/4/2019,so2,,18,1.5,0.3,0.2,2.43,0,42
46902,Milwaukee,US,10/4/2019,pm25,,162,90.0,10.0,3.0,1438.63,42,42
47038,Milwaukee,US,10/4/2019,no2,,101,17.6,4.7,1.3,193.42,4,42
47399,Milwaukee,US,10/4/2019,co,,102,6.5,3.1,1.9,15.52,35,42
47525,Milwaukee,US,10/4/2019,pm10,,100,12.0,5.0,3.0,32.68,5,42
46706,Milwaukee,US,10/5/2019,o3,,95,26.7,21.6,12.1,86.56,18,70
46773,Milwaukee,US,10/5/2019,so2,,24,0.6,0.3,0.2,0.18,0,70
46861,Milwaukee,US,10/5/2019,pm25,,166,51.0,21.0,1.0,571.61,70,70
47048,Milwaukee,US,10/5/2019,no2,,91,9.3,3.0,1.4,42.6,3,70
47376,Milwaukee,US,10/5/2019,co,,93,3.5,2.3,1.8,2.77,25,70
47470,Milwaukee,US,10/5/2019,pm10,,96,12.0,10.0,4.0,53.7,9,70
46690,Milwaukee,US,10/6/2019,o3,,95,27.2,18.5,10.6,226.13,15,63
46779,Milwaukee,US,10/6/2019,so2,,21,4.3,1.5,0.2,11.91,1,63
46900,Milwaukee,US,10/6/2019,pm25,,159,77.0,18.0,5.0,740.83,63,63
47041,Milwaukee,US,10/6/2019,no2,,92,10.6,3.8,1.7,51.58,3,63
47363,Milwaukee,US,10/6/2019,co,,93,4.4,2.8,2.0,3.76,31,63
47452,Milwaukee,US,10/6/2019,pm10,,93,14.0,11.0,8.0,10.51,10,63
46705,Milwaukee,US,10/7/2019,o3,,94,28.1,13.6,0.8,706.15,11,68
46786,Milwaukee,US,10/7/2019,so2,,43,4.6,0.5,0.2,6.99,0,68
46893,Milwaukee,US,10/7/2019,pm25,,158,107.0,20.0,3.0,2521.74,68,68
46984,Milwaukee,US,10/7/2019,no2,,81,32.5,13.0,3.8,746.3,12,68
47382,Milwaukee,US,10/7/2019,co,,92,11.5,4.6,2.2,53.14,51,68
47445,Milwaukee,US,10/7/2019,pm10,,95,81.0,13.0,9.0,1856.7,12,68
46747,Milwaukee,US,10/8/2019,o3,,91,35.2,22.6,0.8,1356.53,19,93
46808,Milwaukee,US,10/8/2019,so2,,85,3.5,1.5,0.2,7.97,1,93
46949,Milwaukee,US,10/8/2019,pm25,,162,153.0,32.0,2.0,3194.24,93,93
46957,Milwaukee,US,10/8/2019,no2,,91,30.6,13.7,2.8,618.91,12,93
47420,Milwaukee,US,10/8/2019,co,,92,11.0,3.9,2.8,52.4,43,93
47522,Milwaukee,US,10/8/2019,pm10,,93,196.0,16.0,11.0,4555.58,15,93
46700,Milwaukee,US,10/9/2019,o3,,92,42.4,28.9,0.9,1094.46,24,97
46787,Milwaukee,US,10/9/2019,so2,,73,6.0,2.2,0.2,20.13,3,97
46862,Milwaukee,US,10/9/2019,pm25,,159,71.0,34.0,5.0,1320.75,97,97
47049,Milwaukee,US,10/9/2019,no2,,85,34.6,7.5,1.9,744.88,7,97
47383,Milwaukee,US,10/9/2019,co,,73,9.6,2.9,2.5,27.47,32,97
47453,Milwaukee,US,10/9/2019,pm10,,93,45.0,17.0,11.0,576.16,16,97
46691,Milwaukee,US,11/1/2019,o3,,48,16.9,9.6,2.4,221.52,8,107
46796,Milwaukee,US,11/1/2019,so2,,49,1.5,0.3,0.2,1.27,0,107
46951,Milwaukee,US,11/1/2019,pm25,,168,59.0,38.0,2.0,1272.82,107,107
46970,Milwaukee,US,11/1/2019,no2,,92,21.7,14.9,8.3,123.22,13,107
47421,Milwaukee,US,11/1/2019,co,,93,5.0,3.8,2.6,4.64,42,107
47529,Milwaukee,US,11/1/2019,pm10,,96,34.0,17.0,10.0,385.37,16,107
46670,Milwaukee,US,11/10/2019,o3,,48,20.8,16.3,9.2,91.17,14,129
46815,Milwaukee,US,11/10/2019,so2,,17,0.3,0.3,0.2,0.03,0,129
46936,Milwaukee,US,11/10/2019,pm25,,168,75.0,47.0,8.0,2638.08,129,129
47011,Milwaukee,US,11/10/2019,no2,,92,13.9,8.4,2.8,90.74,8,129
47401,Milwaukee,US,11/10/2019,co,,93,4.5,3.5,2.5,2.68,40,129
47472,Milwaukee,US,11/10/2019,pm10,,96,40.0,17.0,7.0,657.39,16,129
46667,Milwaukee,US,11/11/2019,o3,,48,25.9,24.1,21.6,15.49,20,55
46847,Milwaukee,US,11/11/2019,so2,,21,2.9,0.3,0.2,5.58,0,55
46907,Milwaukee,US,11/11/2019,pm25,,168,52.0,14.0,1.0,580.1,55,55
47001,Milwaukee,US,11/11/2019,no2,,92,18.9,6.5,2.6,285.72,6,55
47378,Milwaukee,US,11/11/2019,co,,93,3.8,2.5,1.9,2.27,28,55
47440,Milwaukee,US,11/11/2019,pm10,,96,70.0,9.0,5.0,1731.64,8,55
46671,Milwaukee,US,11/12/2019,o3,,44,25.7,21.8,13.6,151.01,18,63
46761,Milwaukee,US,11/12/2019,so2,,6,0.3,0.2,0.2,0.02,0,63
46937,Milwaukee,US,11/12/2019,pm25,,145,70.0,18.0,1.0,1808.54,63,63
46994,Milwaukee,US,11/12/2019,no2,,91,26.0,13.9,3.5,500.2,12,63
47373,Milwaukee,US,11/12/2019,co,,92,5.7,3.5,1.8,13.3,40,63
47447,Milwaukee,US,11/12/2019,pm10,,63,77.0,30.0,8.0,4183.4,28,63
46681,Milwaukee,US,11/13/2019,o3,,48,21.6,17.6,11.4,85.41,14,95
46855,Milwaukee,US,11/13/2019,so2,,72,1.5,0.3,0.2,2.99,0,95
46871,Milwaukee,US,11/13/2019,pm25,,155,60.0,33.0,9.0,1351.94,95,95
46977,Milwaukee,US,11/13/2019,no2,,92,23.2,15.8,8.0,158.36,14,95
47425,Milwaukee,US,11/13/2019,co,,93,4.5,3.0,2.4,2.93,34,95
47464,Milwaukee,US,11/13/2019,pm10,,74,64.0,30.0,14.0,1982.74,28,95
46743,Milwaukee,US,11/14/2019,o3,,48,19.2,10.8,2.4,260.19,8,152
46762,Milwaukee,US,11/14/2019,so2,,20,2.9,0.3,0.2,5.44,0,152
46938,Milwaukee,US,11/14/2019,pm25,,168,72.0,58.0,15.0,825.35,152,152
46958,Milwaukee,US,11/14/2019,no2,,92,24.1,15.8,7.5,233.06,14,152
47391,Milwaukee,US,11/14/2019,co,,93,5.5,3.8,2.9,5.67,42,152
47524,Milwaukee,US,11/14/2019,pm10,,96,58.0,23.0,16.0,1046.52,21,152
46720,Milwaukee,US,11/15/2019,o3,,48,28.9,12.1,3.3,479.04,10,157
46776,Milwaukee,US,11/15/2019,so2,,24,2.9,0.3,0.2,6.47,0,157
46924,Milwaukee,US,11/15/2019,pm25,,161,100.0,68.0,7.0,2295.44,157,157
46968,Milwaukee,US,11/15/2019,no2,,91,26.0,17.5,4.9,300.72,16,157
47409,Milwaukee,US,11/15/2019,co,,92,6.8,4.6,2.4,13.2,51,157
47510,Milwaukee,US,11/15/2019,pm10,,95,103.0,27.0,7.0,3729.65,25,157
46682,Milwaukee,US,11/16/2019,o3,,46,29.7,27.2,24.4,29.65,23,132
46769,Milwaukee,US,11/16/2019,so2,,15,0.3,0.2,0.2,0.03,0,132
46908,Milwaukee,US,11/16/2019,pm25,,168,86.0,48.0,14.0,3056.94,132,132
47002,Milwaukee,US,11/16/2019,no2,,87,8.4,4.1,2.8,20.7,4,132
47359,Milwaukee,US,11/16/2019,co,,84,2.9,2.6,2.3,0.39,30,132
47455,Milwaukee,US,11/16/2019,pm10,,96,20.0,11.0,7.0,138.1,10,132
46756,Milwaukee,US,11/17/2019,o3,,46,26.4,13.7,1.6,520.17,11,156
46839,Milwaukee,US,11/17/2019,so2,,85,1.5,0.3,0.2,1.3,0,156
46939,Milwaukee,US,11/17/2019,pm25,,166,103.0,66.0,33.0,2047.06,156,156
47012,Milwaukee,US,11/17/2019,no2,,90,27.8,15.3,6.5,309.51,14,156
47349,Milwaukee,US,11/17/2019,co,,93,6.5,3.7,2.8,15.15,42,156
47480,Milwaukee,US,11/17/2019,pm10,,94,44.0,24.0,12.0,630.48,22,156
46749,Milwaukee,US,11/18/2019,o3,,48,13.6,6.4,1.8,133.46,5,153
46825,Milwaukee,US,11/18/2019,so2,,21,1.5,0.5,0.2,0.73,0,153
46916,Milwaukee,US,11/18/2019,pm25,,168,98.0,59.0,5.0,4190.28,153,153
46988,Milwaukee,US,11/18/2019,no2,,91,17.1,12.5,6.9,87.41,11,153
47350,Milwaukee,US,11/18/2019,co,,93,6.4,4.6,3.2,7.54,51,153
47503,Milwaukee,US,11/18/2019,pm10,,96,34.0,22.0,12.0,448.19,20,153
46662,Milwaukee,US,11/19/2019,o3,,48,13.6,8.0,1.1,163.35,7,142
46810,Milwaukee,US,11/19/2019,so2,,20,1.5,0.5,0.2,1.26,0,142
46886,Milwaukee,US,11/19/2019,pm25,,165,77.0,52.0,18.0,489.14,142,142
47039,Milwaukee,US,11/19/2019,no2,,92,19.9,13.0,5.0,148.3,12,142
47343,Milwaukee,US,11/19/2019,co,,93,5.8,4.4,2.6,8.66,50,142
47530,Milwaukee,US,11/19/2019,pm10,,96,32.0,18.0,13.0,193.53,17,142
46714,Milwaukee,US,11/2/2019,o3,,48,24.1,16.1,7.3,316.05,14,80
46777,Milwaukee,US,11/2/2019,so2,,19,1.5,0.5,0.2,2.45,0,80
46896,Milwaukee,US,11/2/2019,pm25,,166,58.0,26.0,4.0,2407.27,80,80
47007,Milwaukee,US,11/2/2019,no2,,92,10.4,6.0,3.1,25.59,6,80
47430,Milwaukee,US,11/2/2019,co,,93,3.8,3.0,2.3,1.45,34,80
47501,Milwaukee,US,11/2/2019,pm10,,96,19.0,10.0,5.0,127.77,9,80
46757,Milwaukee,US,11/20/2019,o3,,48,12.8,3.2,0.9,105.6,3,155
46826,Milwaukee,US,11/20/2019,so2,,38,1.5,0.5,0.2,1.07,0,155
46931,Milwaukee,US,11/20/2019,pm25,,154,107.0,63.0,26.0,1043.23,155,155
47053,Milwaukee,US,11/20/2019,no2,,89,25.1,11.3,7.6,238.92,10,155
47418,Milwaukee,US,11/20/2019,co,,85,5.4,4.2,3.2,4.11,48,155
47504,Milwaukee,US,11/20/2019,pm10,,96,40.0,26.0,18.0,216.2,24,155
46736,Milwaukee,US,11/21/2019,o3,,48,18.5,12.1,7.5,119.32,10,129
46770,Milwaukee,US,11/21/2019,so2,,29,0.6,0.3,0.2,0.23,0,129
46872,Milwaukee,US,11/21/2019,pm25,,167,78.0,47.0,3.0,4468.23,129,129
46961,Milwaukee,US,11/21/2019,no2,,92,16.7,8.5,2.8,110.46,8,129
47410,Milwaukee,US,11/21/2019,co,,93,4.0,3.0,2.2,1.92,34,129
47527,Milwaukee,US,11/21/2019,pm10,,96,22.0,15.0,5.0,383.09,14,129
46750,Milwaukee,US,11/22/2019,o3,,48,20.3,17.6,2.4,350.43,14,70
46816,Milwaukee,US,11/22/2019,so2,,23,1.5,0.3,0.2,2.23,0,70
46888,Milwaukee,US,11/22/2019,pm25,,168,57.0,21.0,5.0,1967.17,70,70
47040,Milwaukee,US,11/22/2019,no2,,86,24.3,14.6,2.3,500.24,13,70
47374,Milwaukee,US,11/22/2019,co,,93,7.6,3.6,1.6,28.29,41,70
47473,Milwaukee,US,11/22/2019,pm10,,96,22.0,11.0,4.0,194.42,10,70
46715,Milwaukee,US,11/23/2019,o3,,48,20.0,9.8,4.9,163.04,8,134
46840,Milwaukee,US,11/23/2019,so2,,31,2.9,0.3,0.2,6.34,0,134
46881,Milwaukee,US,11/23/2019,pm25,,168,75.0,49.0,25.0,1058.08,134,134
46959,Milwaukee,US,11/23/2019,no2,,92,17.6,10.2,5.9,86.89,9,134
47402,Milwaukee,US,11/23/2019,co,,93,5.1,4.0,2.9,3.68,45,134
47505,Milwaukee,US,11/23/2019,pm10,,96,25.0,17.0,10.0,171.55,16,134
46683,Milwaukee,US,11/24/2019,o3,,48,19.2,9.2,1.9,232.42,8,119
46793,Milwaukee,US,11/24/2019,so2,,52,1.6,0.3,0.2,1.96,0,119
46940,Milwaukee,US,11/24/2019,pm25,,168,66.0,43.0,27.0,1091.36,119,119
46960,Milwaukee,US,11/24/2019,no2,,92,19.5,7.8,3.8,184.22,7,119
47379,Milwaukee,US,11/24/2019,co,,93,6.3,3.5,2.4,12.44,40,119
47517,Milwaukee,US,11/24/2019,pm10,,95,29.0,16.0,12.0,290.99,15,119
46684,Milwaukee,US,11/25/2019,o3,,48,13.0,4.4,0.8,192.31,3,153
46836,Milwaukee,US,11/25/2019,so2,,95,2.9,0.5,0.2,3.11,0,153
46873,Milwaukee,US,11/25/2019,pm25,,168,93.0,59.0,16.0,1807.46,153,153
46962,Milwaukee,US,11/25/2019,no2,,92,26.9,17.1,12.4,98.83,16,153
47344,Milwaukee,US,11/25/2019,co,,93,7.5,4.8,3.7,12.28,53,153
47506,Milwaukee,US,11/25/2019,pm10,,96,51.0,27.0,17.0,382.75,25,153
46696,Milwaukee,US,11/26/2019,o3,,44,20.0,14.5,1.6,378.11,12,95
46844,Milwaukee,US,11/26/2019,so2,,27,2.9,0.5,0.3,3.81,0,95
46917,Milwaukee,US,11/26/2019,pm25,,154,82.0,33.0,9.0,2435.42,95,95
46980,Milwaukee,US,11/26/2019,no2,,84,27.1,8.3,1.9,665.45,8,95
47426,Milwaukee,US,11/26/2019,co,,87,7.0,3.4,2.4,16.86,37,95
47460,Milwaukee,US,11/26/2019,pm10,,83,22.0,12.0,7.0,127.34,11,95
46663,Milwaukee,US,11/27/2019,o3,,48,23.4,17.6,12.1,122.03,14,53
46811,Milwaukee,US,11/27/2019,so2,,19,1.5,0.5,0.2,1.88,0,53
46941,Milwaukee,US,11/27/2019,pm25,,165,74.0,13.0,1.0,3792.8,53,53
47013,Milwaukee,US,11/27/2019,no2,,90,12.1,5.0,2.8,56.21,5,53
